v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;target
0.00119;0.57758;-128.355;-0.55623;0.07347;269.106;209.569;-0.30685;0.74471;-195.939;0.59023;0.70007;-22.757.976.858.904.300
-112.275;139.615;-0.95127;0.77322;-188.877;-0.39247;0.77392;113.022;110.369;0.4984;0.22253;0.38041;-22.619.708.664.230.500
-0.69986;0.00823;-0.14199;-0.99819;-122.416;-11.225;0.77937;0.56061;-185.075;0.6169;139.847;0.76824;-22.604.847.917.732.800
-121.997;176.703;-0.04095;-0.42469;-0.77606;-0.46109;-0.07293;-205.463;-0.50276;-135.997;-154.243;-0.56037;-22.539.566.943.771.100
0.52095;-0.22343;-0.1907;-119.564;-0.16051;-0.1584;199.981;-0.83213;-130.714;0.87877;166.588;0.52271;-22.341.039.062.797.800
-0.65394;-0.79724;-0.31918;-0.74411;-145.349;-0.23031;-0.97763;107.774;0.41658;122.199;196.888;206.014;-22.171.499.568.223.300
-155.057;-0.98145;-0.28466;0.60294;12.461;0.90998;-162.709;-0.64706;-183.907;-0.31789;113.043;0.04728;-22.159.721.538.512.100
-147.459;-0.1337;117.819;0.41475;-103.548;0.22789;0.51544;0.60865;0.81278;128.606;-134.235;0.00058;-22.054.802.034.978.000
-10.713;-0.88389;-0.40553;-131.758;-0.3561;0.11177;0.95063;-128.361;104.038;0.37593;-0.21363;0.51046;-21.900.718.479.906.900
-0.69833;-0.2566;0.99221;-168.976;-0.45866;-0.02947;0.31641;-187.379;102.825;0.4261;-0.98572;0.47907;-21.893.857.868.519.400
0.29199;-0.59014;0.99198;134.321;-160.401;0.37063;0.67944;106.413;0.34297;-0.34668;0.75772;-0.22265;-21.846.793.694.680.300
-199.673;-0.58868;0.4022;103.729;-106.173;121.206;-289.629;-250.279;-0.01196;181.274;134.296;0.85848;-21.788.218.502.092.800
-0.69305;203.547;-0.98843;-212.942;-0.23879;159.855;-0.97816;18.042;-0.37994;-0.97891;0.27595;-114.136;-21.723.151.401.376.800
-11.369;-0.64931;0.50295;0.52784;-1.695;-0.87517;-0.64854;-0.11472;-0.82937;0.7506;140.912;0.28979;-21.719.440.295.921.900
118.344;0.99054;0.86627;-0.09971;-146.854;0.47127;0.10383;-159.706;226.681;0.67249;-101.561;0.22617;-21.717.705.130.783.500
-212.591;0.16576;-0.59574;106.167;-0.73944;0.76751;0.53997;-0.01009;-0.91683;-0.11061;-0.8319;0.00101;-21.708.713.854.366.000
-0.97827;-0.73284;0.25429;0.29131;-173.619;214.064;-0.28054;-0.22023;0.31883;-111.705;179.017;-0.26672;-21.670.630.771.702.200
-1.508;0.51395;-0.30227;-0.2728;-0.57413;0.47453;-0.33893;-0.06425;0.21008;206.567;0.01566;0.19852;-21.626.479.507.749.400
-122.224;-0.59111;138.352;0.53292;-14.441;0.58442;0.50884;0.8672;108.101;0.39017;-0.25067;-124.918;-21.571.038.782.465.600
0.01064;0.75318;0.30188;-102.943;-181.727;0.83932;-0.65;-0.58295;0.08335;0.22136;0.44359;0.0081;-21.491.430.108.253.500
-258.937;0.12299;-0.56255;0.30222;0.21367;0.26082;-206.501;184.871;-0.30249;-224.683;0.91058;-0.43331;-21.485.796.897.875.800
-237.075;0.9665;236.109;0.39138;0.01611;-0.61831;0.48876;-0.34078;0.3195;-0.00725;-0.48683;130.291;-21.457.640.731.135.200
-0.98135;173.076;-106.117;-0.86381;-0.75823;-0.28342;-0.04291;0.79641;-0.1582;0.46954;0.17758;0.6126;-21.444.490.663.868.700
105.039;0.27962;-150.794;-224.979;-216.046;-104.028;0.59732;12.167;117.768;-112.608;0.58226;-0.56908;-21.405.816.110.467.500
-154.673;0.15202;174.979;0.03128;161.494;-0.26843;-0.14283;0.24414;0.22745;0.45919;-120.669;0.70578;-21.394.293.230.609.300
-0.38891;-104.453;-102.132;-0.30344;-165.008;0.82071;192.715;-0.949;0.48346;-0.54167;-180.275;-0.0007;-21.242.694.584.452.300
-0.49606;-0.59986;198.493;-23.378;-0.2678;-0.07828;108.971;-0.60411;235.111;104.098;0.4185;-0.19181;-21.164.570.727.375.400
-25.011;0.47659;-0.83743;0.36564;0.3238;-0.84083;-101.439;-0.65641;0.54628;-230.919;-17.068;-125.397;-21.145.997.524.686.400
-0.63221;0.01983;0.36633;-198.046;-0.36423;0.31438;-133.486;2.341;163.686;-0.61418;0.50782;0.69096;-21.112.889.877.875.000
-0.07947;1.181;-155.568;-286.878;-0.19504;0.27316;-0.11747;-0.27244;-0.89212;-193.689;-166.089;145.847;-21.102.020.001.746.100
-129.988;-0.32867;-102.384;0.59167;-133.331;0.99634;177.464;-201.072;0.33344;-12.399;-0.23459;104.665;-21.023.523.873.958.900
-0.47147;108.221;-135.979;-0.58502;0.69134;-0.64839;-0.6069;-131.227;-115.497;-0.84813;0.24921;-187.023;-20.949.884.964.733.400
-0.87824;0.35664;-0.32841;-135.349;-0.56916;-0.34894;-121.339;0.0581;0.65673;19.779;13.737;-161.981;-20.909.318.657.568.800
-186.815;-0.00918;-102.959;-0.16926;-0.05431;0.21997;0.41565;0.8555;0.77689;-0.0073;-108.664;109.017;-20.896.140.938.242.800
-239.201;0.64144;-0.24616;108.667;-0.43759;0.92362;-0.46912;0.90909;104.455;-138.471;0.30801;0.56247;-20.788.178.803.455.900
-115.629;0.30713;-0.46282;-106.847;-0.30439;-136.448;-122.012;-0.07258;-0.58613;-158.578;-0.1355;-0.83505;-20.731.907.436.361.500
0.13524;-159.744;-0.2795;-146.161;-162.733;0.87381;-0.89193;216.136;0.4663;-0.38277;126.233;0.70636;-20.657.531.432.002.800
0.95331;103.523;-142.012;-114.019;-0.78873;0.81833;0.71905;-0.23882;0.29004;-178.902;300.149;-119.551;-20.650.680.091.279.400
-13.334;0.52237;-0.94013;201.354;-215.142;-0.7177;-0.19826;-170.016;0.01913;-0.78101;-125.035;0.06456;-20.506.371.356.984.500
-172.874;0.28904;0.11893;0.34143;-0.63782;0.59681;0.42995;0.00942;0.1912;-0.49139;0.25474;-0.04857;-20.487.102.876.480.200
-195.165;0.95802;-0.01465;-0.45941;0.19879;0.1664;-0.09884;-0.52439;-0.62388;0.1481;0.14069;-0.67863;-20.439.936.456.314.000
-0.85218;0.62812;247.962;-0.10324;0.85602;0.35453;-13.225;0.41489;-0.7896;-0.21455;-0.47755;-0.2624;-20.437.072.217.559.600
-0.15597;0.39473;-0.142;-0.18401;0.32351;-0.14006;-0.50661;0.77091;-0.55198;13.775;-0.50292;-0.22039;-20.385.012.232.989.200
-0.51812;128.974;0.12932;0.34389;-202.782;-0.11601;-117.908;-26.486;-0.94308;-0.09835;0.31205;-2.21;-20.331.572.107.949.700
0.50159;104.643;0.61152;-203.238;-139.793;-0.13307;0.07643;-132.535;-0.48931;-13.177;-127.806;-120.002;-20.304.050.685.208.300
0.07742;-0.30924;156.985;-126.423;0.63228;110.838;-0.47244;118.927;0.53875;0.39501;-0.83023;-0.13562;-20.195.564.122.483.700
-189.521;-0.8474;-0.85384;0.33029;-0.38553;0.95437;0.5873;-0.06537;-0.87419;0.7015;0.19641;-149.094;-20.074.241.405.646.700
-149.483;189.018;0.31438;0.41029;-0.83328;-0.45534;-0.4654;-0.56599;0.57404;-0.62947;-0.60468;0.31739;-20.029.145.047.445.400
-0.73849;-0.87741;0.25184;-0.92705;-0.65841;-0.84061;0.9165;15.601;161.899;-0.12386;-193.503;0.29283;-20.025.237.919.734.900
0.31035;126.112;0.39841;-128.718;0.24422;10.316;0.80626;-152.196;0.78695;0.22507;0.86887;-1.072;-19.801.632.999.218.100
0.65928;-151.143;142.612;-0.35349;-0.7556;-0.443;0.86352;-142.589;-165.206;0.945;0.0932;142.309;-19.795.304.833.688.600
0.10151;-109.027;-0.38905;-0.03827;-0.29472;-0.218;0.58232;-211.258;102.096;0.34303;-0.33927;102.107;-19.731.890.446.627.900
0.9259;-0.33429;-0.81283;0.2966;-139.517;-0.26809;-0.85128;-0.04471;0.21119;-117.806;-140.732;-0.09249;-19.694.776.403.191.400
-106.496;180.834;-128.383;-0.28695;-0.82532;0.66383;-0.69932;124.308;0.61875;0.79384;-0.18038;0.79916;-19.596.427.361.478.200
0.09399;-0.25714;-0.77359;-0.35042;-21.938;0.32274;150.553;0.62193;0.49024;-202.821;0.7077;0.17911;-19.590.389.373.585.300
-171.854;0.27831;0.12946;0.92856;-0.85008;-0.5438;0.08223;109.894;0.09532;-129.072;-0.96394;0.02104;-19.484.444.352.586.200
-0.56891;21.345;0.79395;-330.632;0.69836;-0.78792;-0.37859;0.06699;12.215;-0.51915;0.36721;112.595;-19.481.833.629.278.300
-218.999;-116.152;-0.06379;0.10686;0.28937;0.80603;-100.069;0.5945;0.0675;153.053;-112.155;-14.245;-19.480.103.166.704.400
-145.329;-0.99511;0.20308;-126.247;0.28272;0.65373;-0.52585;217.437;-0.80559;0.49892;0.49968;0.50185;-19.355.013.866.964.600
-156.269;-105.962;0.15546;0.36618;-0.67851;-0.78019;-0.83018;-0.23162;0.63862;0.14715;-0.20238;146.709;-19.336.602.413.406.700
-0.72121;-101.549;0.48763;-0.14575;0.83259;0.28597;0.43135;-174.763;-0.36398;0.58295;-150.071;-0.78109;-19.237.406.760.385.800
-102.417;0.221;-0.01463;-168.907;0.11992;0.06102;0.76934;117.041;0.34014;-0.07634;0.31784;-0.04928;-19.210.014.268.744.400
-1.249;13.664;0.26955;-0.61547;-0.37723;-0.48053;0.81127;0.48414;0.12972;-0.22848;0.36048;-0.7185;-19.208.132.263.381.900
-157.079;132.419;118.304;-0.22045;-0.13404;0.29855;-0.6495;-0.07913;-0.34461;142.668;-148.566;-0.90134;-19.204.733.298.428.100
-0.42926;0.28857;0.12718;-0.421;-151.696;0.45455;104.257;111.468;-1.226;-0.94906;0.99301;-0.9075;-19.200.551.552.779.100
-106.738;0.45259;-0.29152;-0.04129;-0.95234;0.04943;-0.87249;0.74419;-0.19039;-0.26783;0.02843;-177.765;-19.069.650.688.821.600
-0.0558;-0.28231;-0.90272;-0.71684;-173.497;-120.203;0.88892;-0.10311;103.922;-0.75119;111.709;202.399;-19.055.318.280.922.500
-0.59479;-217.895;-127.105;-177.216;-0.0125;-0.31784;0.34058;-0.78186;-169.057;-0.36318;-292.118;-0.55336;-18.874.976.298.188.300
-0.73371;0.36668;-126.353;0.27097;-150.165;-105.892;-0.05328;0.7444;-0.2442;-103.805;-0.21844;-0.05387;-18.754.791.429.978.700
-0.66225;0.34796;0.43952;135.438;-24.112;0.03636;128.235;0.45966;0.77321;0.31281;0.59048;12.914;-18.747.203.673.927.100
-0.46315;0.30477;-0.29369;-150.999;-0.58003;-0.14872;-0.3653;-0.02441;-0.49223;-0.56932;0.08353;170.176;-18.729.300.924.951.000
-156.493;154.922;142.774;0.23304;-0.47336;123.073;-130.519;-0.13373;-129.819;0.39186;-0.63616;-0.72109;-18.713.543.891.007.300
-0.31059;0.87717;-0.02163;-16.521;-0.55527;-187.834;-0.35048;-0.0782;-0.02141;-0.61476;-106.615;175.755;-18.674.069.162.747.100
-0.77393;116.559;-138.993;-0.91895;-0.67575;0.08627;119.436;0.83955;0.11235;-263.373;0.7442;121.387;-18.580.957.319.619.400
-0.70134;0.84795;221.566;-225.221;0.09984;-0.84522;-111.925;-12.409;-22.068;-0.76354;173.352;-0.24187;-18.569.682.497.816.900
0.04723;-0.67317;-0.44217;-149.427;-10.951;-16.081;-0.18742;-0.88956;-0.90354;-0.96059;-0.73384;-0.23743;-18.561.898.309.669.900
-151.701;-0.44834;-0.13228;0.86796;-0.91787;0.90011;0.85251;177.595;-0.06007;-0.04128;-112.781;210.984;-18.558.787.127.307.700
-111.799;-0.42524;-180.516;-123.599;0.0875;0.74124;0.04511;0.07214;-210.466;-118.739;-0.93631;-142.134;-18.550.914.225.668.900
-0.32406;-0.13739;0.34223;-0.64934;-117.096;0.05024;-0.31257;167.449;-0.45425;-0.19603;-179.949;0.46799;-18.547.479.915.766.500
-0.63308;-0.51064;-0.29314;-0.38551;-127.769;-0.905;-134.387;0.747;-0.67814;0.06688;158.513;0.14851;-18.538.741.885.953.600
-131.862;-15.588;110.891;-0.47834;-0.43897;-0.5221;242.281;-105.881;-0.38081;-0.10027;185.063;211.944;-18.506.531.747.114.300
0.39442;-12.517;133.125;0.10704;-0.66534;-166.358;0.85069;0.91065;-0.41605;-0.67389;-10.049;-0.82351;-18.258.841.239.399.900
-178.883;-131.257;0.03756;-0.89964;0.6814;-0.24034;-0.10398;-310.977;0.8462;0.33588;-115.137;-0.68745;-18.245.185.659.138.300
-0.06552;-205.362;108.954;-0.84504;-145.546;-0.28973;-0.23804;-131.899;-0.22217;198.827;0.24606;0.15758;-18.162.025.307.113.100
-0.56553;-231.924;-0.85288;-0.68222;-0.93326;-0.48506;-0.23082;-213.633;-0.03407;-233.524;-0.4505;-105.915;-18.143.150.944.249.800
-0.74592;0.5594;-15.619;0.44895;-153.153;-0.52566;0.3118;-0.02173;0.69247;0.18592;-0.28273;0.19289;-18.098.384.184.855.700
-0.13477;-0.62827;-0.20652;0.03248;-189.365;-0.12167;112.152;-146.714;0.1642;157.608;-0.71388;-0.77624;-17.966.050.003.825.200
-0.33302;199.265;0.59262;0.31273;-188.268;129.757;-0.45921;0.26577;-0.40523;108.007;-0.39896;-210.605;-17.929.574.053.104.200
-0.62757;0.5695;-0.03335;-0.38647;-126.259;0.24769;-113.346;0.42012;-231.647;-0.30914;221.839;0.55217;-17.910.080.779.619.600
-0.91775;-0.09209;-0.82725;0.43656;-133.763;-0.42113;-0.03189;-109.724;0.89504;-0.16494;0.2143;196.994;-17.877.336.989.711.900
-111.212;0.64795;-0.07533;-0.77802;-0.20221;-162.131;-0.17241;0.86195;0.33367;10.484;-0.33399;298.156;-17.789.876.164.150.200
0.04478;0.10346;-0.36351;-0.72706;-160.254;155.126;0.20971;-0.02407;-197.181;287.843;-0.00565;0.11108;-17.784.835.692.836.700
-148.769;0.0719;-0.81254;0.56921;-0.88855;-0.00439;0.03008;-0.96632;-0.80472;124.947;174.758;0.33972;-17.782.329.187.327.600
-0.20996;-111.148;0.57661;-0.36647;0.17184;-0.34514;0.76056;0.53041;0.48872;-122.902;144.438;-0.91569;-17.782.151.891.253.500
-0.31307;0.08502;0.61514;-0.10422;-160.618;0.09138;0.65194;-154.266;-0.7656;-0.74211;-0.2305;-0.28273;-17.751.012.054.723.100
0.45776;0.21999;-0.45986;-114.516;-186.218;0.23611;214.183;-0.21216;0.77362;147.906;0.98324;0.83098;-17.744.156.267.458.600
-0.01178;0.564;0.26094;-138.643;-109.078;0.01982;135.927;0.17844;0.09585;0.80187;0.32451;194.588;-17.700.010.024.037.400
-0.36668;116.168;-130.601;-227.298;-0.05403;-0.0582;-0.53304;0.33148;126.812;-0.71983;0.33239;0.09949;-17.684.578.333.871.600
-0.37515;278.555;-0.5718;0.39033;-182.198;0.60637;0.06883;210.997;-122.398;0.14024;-0.83268;-0.04466;-17.661.176.562.592.300
-0.57136;-0.53967;0.94824;-0.40269;-102.539;-0.28066;0.39075;0.81896;183.866;126.225;-0.94981;-0.40469;-17.646.401.040.651.600
-0.74355;0.32411;-0.13316;-0.10776;-113.146;-119.428;-0.42619;-0.08556;-0.27341;-0.79712;0.27959;0.21852;-17.605.804.533.968.100
120.486;-0.65992;-190.327;-205.173;0.12221;0.61141;-0.16794;0.15039;-0.5832;0.54617;-11.313;-126.976;-17.546.476.401.899.200
0.25655;-0.86609;-16.501;-0.59742;-20.078;120.339;133.248;136.338;0.17834;115.845;119.198;-0.11098;-17.513.194.169.673.400
-162.129;-0.1963;0.54509;-20.383;122.977;-0.78416;0.02837;118.413;-177.024;0.20697;0.72896;-144.549;-17.417.780.051.007.800
-0.9928;0.52116;267.828;-0.42542;-0.64027;-0.23468;-0.52386;0.18472;211.203;-182.214;0.83957;-0.5642;-17.391.097.001.545.400
-179.055;-0.83744;-102.624;165.482;-115.527;-0.41405;-0.39782;192.331;-0.88276;0.83185;0.49606;0.23248;-17.385.926.884.677.900
-110.198;0.3416;0.16723;0.86576;-12.804;-0.79717;356.779;-292.953;0.07901;0.69922;-0.86688;-0.36662;-17.369.118.349.884.300
-140.023;-156.601;-0.69635;-0.41696;-0.04968;0.90283;-0.97971;-0.88375;-0.70829;-0.14423;-0.61848;-0.08317;-17.354.834.396.871.000
-214.281;0.55561;0.06319;0.15581;0.30295;115.997;-0.24462;-0.80315;0.24689;-149.416;0.70346;-0.19597;-17.311.182.096.981.000
0.27813;0.13983;-0.7273;0.03719;-0.42144;0.15288;-0.3666;-0.97789;-228.237;179.922;-157.401;-220.952;-17.273.940.557.852.500
-0.74022;-0.35061;-0.70342;-0.08192;-11.304;-126.474;-146.635;0.43803;0.16679;-0.62273;0.52396;-196.767;-17.240.122.482.224.200
-0.72347;-0.36174;0.68846;-170.537;0.03963;0.19477;-200.925;0.95901;135.075;-0.18271;0.01958;0.57613;-17.206.398.473.337.800
-12.037;-25.239;-0.85329;0.06146;-0.6034;106.931;-0.50764;0.71132;-142.068;0.74598;-0.52721;0.76103;-17.189.515.162.006.300
-0.82636;0.14153;101.556;-0.48516;-0.75982;0.27376;-0.636;-0.20157;129.152;0.17503;0.76105;0.1761;-17.187.393.583.566.100
-0.13094;0.26903;-0.73318;-162.994;-0.6058;0.68062;8,00E-05;105.261;0.28783;0.45847;-101.837;0.35979;-17.157.041.807.664.000
-0.13232;0.02593;-0.85288;-0.55675;-151.326;0.71695;106.385;-0.32526;-147.381;0.33232;0.89018;0.72561;-17.109.353.025.749.000
-12.387;-0.9324;0.377;-0.41115;-0.17726;129.103;0.90853;-0.05721;-0.44358;-0.8582;-104.922;140.955;-17.103.099.542.530.900
-0.92985;-126.064;0.70792;224.169;-260.274;-0.36278;-157.005;-0.88098;-299.802;-142.367;137.984;-160.934;-17.090.424.129.267.900
-104.869;0.99043;0.68886;-0.09672;-0.75954;-0.00379;106.196;0.09778;-0.65435;-135.471;0.71541;-0.61077;-17.069.168.687.134.900
0.64672;-216.113;-0.40095;-0.48232;-24.089;-0.47322;0.15944;0.66762;138.152;0.57654;0.42141;-120.676;-16.943.827.369.916.900
-0.17479;0.54093;206.672;0.01614;-177.127;-0.52371;199.163;-0.11539;-0.89886;137.188;0.19949;0.6861;-16.763.382.232.636.800
0.33604;0.47878;0.20224;-144.429;-126.829;-260.461;0.7066;-0.14907;-105.166;0.20972;-0.57464;-0.54183;-16.761.679.231.618.500
0.79501;0.84442;0.34667;-0.28449;-0.77553;0.89546;-0.73651;-0.48013;-186.562;0.64974;-168.497;0.55777;-16.746.659.433.920.300
-0.05249;0.46082;0.97453;-0.09014;-166.651;0.43027;0.04973;-100.092;0.88425;104.193;-183.043;-0.52183;-16.726.149.012.198.000
0.54185;-0.45301;-101.757;0.04877;-0.65541;0.18334;0.11454;0.77402;-0.78532;17.014;-0.35108;0.87903;-16.724.212.207.644.200
-0.15904;-168.072;0.01595;-0.59835;-124.328;0.01999;-0.3669;-0.53053;0.70639;-0.32927;-110.589;-217.095;-16.723.375.044.473.800
-0.01051;-0.71989;133.658;0.15831;-20.317;-109.726;-0.73685;143.474;-0.9546;-0.59346;-0.0552;0.53424;-16.685.587.782.652.500
-0.05421;-167.694;102.663;-0.626;0.31446;0.34408;-0.30179;0.34965;130.293;-0.01667;-0.07563;-0.17201;-16.675.773.997.334.400
-0.49121;-0.32679;0.04688;-0.5705;-0.96766;-137.847;-0.14995;-0.25141;-0.56085;0.14783;0.18598;-0.1134;-16.565.145.435.286.200
-135.148;0.00141;151.043;-0.56808;0.01164;0.02211;-110.085;218.189;0.21177;-109.151;0.36415;125.797;-16.550.740.622.354.200
-112.024;-0.52263;0.7591;0.50338;-0.96076;-0.02074;0.90282;162.004;-0.46706;123.191;-0.17272;0.31865;-16.506.009.966.146.600
0.44229;-102.614;0.79938;-174.574;-115.551;-0.87699;0.62715;-0.39796;0.54026;-0.63923;-0.4647;-0.97176;-16.478.112.376.435.600
-130.595;-0.13639;121.858;-0.07515;-0.17188;-0.29488;0.34848;0.40845;113.687;-0.23661;-214.623;0.01556;-16.470.961.458.001.500
-0.58333;0.24034;183.359;101.197;-0.12309;0.55894;0.23695;-151.717;0.9781;-110.834;-131.765;-0.01427;-16.459.221.127.530.200
-191.896;-130.664;-0.59906;0.30862;0.10852;0.63478;0.42515;-0.6629;-0.72265;106.902;-0.18373;10.492;-16.436.083.590.279.400
-118.438;0.85062;0.9441;-0.6637;-0.08317;0.58222;-0.05222;0.03894;-0.56326;-0.97487;0.15594;-0.35507;-16.423.831.054.753.000
-145.012;132.764;213.022;-0.29302;-0.13317;-0.86366;-0.68321;110.785;170.966;-0.74662;137.415;0.93972;-16.383.391.617.968.200
0.06215;161.515;-0.72;0.20926;-199.326;0.903;0.77912;0.52548;-171.327;0.13233;-152.228;23.558;-16.361.649.654.780.200
-0.96318;-297.642;0.63002;-102.461;0.04433;0.72239;-0.5803;0.85468;104.361;126.107;-130.884;0.70723;-16.360.664.728.496.600
-0.60699;-0.7113;0.8892;11.369;-19.634;-118.891;133.138;0.04546;189.329;-0.15151;-0.35842;-164.608;-16.315.621.291.198.100
0.07315;-0.11038;0.17347;-0.94514;-135.257;0.08244;-0.51536;0.04385;0.25848;-143.225;0.51398;-1.167;-16.295.265.527.347.300
-0.07262;-0.9852;0.61916;0.58343;-21.579;-166.342;0.53716;-0.39677;164.821;0.37801;-0.70522;125.018;-16.275.287.649.183.800
-0.29158;-0.55401;-164.458;100.441;-0.37449;135.739;0.35045;204.882;0.89113;0.37216;-227.608;277.829;-16.246.434.295.645.300
-0.53234;-0.76169;0.1517;-151.469;-0.23433;0.7687;0.58355;-106.623;0.03459;-0.38379;0.39968;0.84378;-16.239.481.807.385.600
-111.475;-0.10014;-0.36377;-0.17056;-0.61949;-114.131;-169.659;0.81166;-0.78593;0.02654;174.346;0.62941;-16.227.029.621.210.400
-176.334;0.45302;0.01293;125.442;-0.73803;131.619;0.47301;-265.529;-0.0235;17.764;0.126;-0.1986;-16.225.615.868.356.800
-177.425;-0.32864;-0.01953;-0.84951;0.78158;-0.38684;-0.22384;0.27311;0.59387;0.08053;-0.13517;152.385;-16.196.717.366.844.000
-0.1607;-0.21831;-170.447;-0.90271;-108.068;-104.276;121.111;132.391;0.77464;-131.386;0.33793;-0.11656;-16.159.486.912.865.600
0.62353;-0.67124;-0.44971;0.06843;-260.593;0.31081;-0.03659;-185.692;-120.745;-0.67369;-0.38428;0.32218;-16.098.944.450.939.800
-193.218;0.37663;0.65187;0.63968;-0.11152;-0.05082;0.25002;-136.576;13.224;0.33447;0.34448;-0.55377;-16.090.116.231.208.300
-0.99755;145.947;-0.32719;-168.129;0.51283;0.14491;0.60043;-0.56296;0.61031;102.421;-0.48166;0.28714;-16.068.234.375.588.500
0.27127;-171.874;0.78504;-29.949;0.0339;0.13942;0.09795;-0.93143;163.316;-0.36117;-118.988;-0.40206;-16.040.427.825.633.400
-0.29442;-0.19774;0.86581;-0.42541;-122.557;0.692;-0.31514;151.176;-0.30948;0.38405;0.08;-162.486;-16.015.656.499.260.900
-100.531;0.57283;109.804;-161.121;0.44335;-0.17247;-0.05619;0.97103;-23.161;0.16154;-0.04202;-114.686;-16.008.738.839.903.900
-0.466;-169.187;0.286;-0.37404;-121.731;187.788;0.70623;-0.0529;-0.0847;0.66668;196.344;0.03932;-16.006.617.721.995.000
-0.736;160.506;0.2227;-202.216;0.3953;0.39971;0.06142;-129.143;0.52871;-0.8596;0.2782;0.60125;-16.000.392.403.897.300
-0.83104;0.11574;-0.03558;-0.63842;-0.40601;0.2196;-111.971;157.738;-128.973;130.618;-0.26568;0.81943;-15.841.500.006.520.100
-0.71685;0.74805;0.26119;-0.781;-0.30875;-110.646;-0.80848;0.61674;-125.167;-0.03728;-177.311;-0.9183;-15.783.080.836.235.100
0.00804;-0.22429;0.51585;-0.90403;-119.643;-189.965;0.90487;0.30613;0.78899;-0.68866;-0.00813;-0.49572;-15.729.129.821.268.000
-0.95049;-136.978;0.94849;-0.5474;-0.27281;-0.4729;111.916;-115.195;0.48182;0.85423;-0.7652;197.823;-15.695.799.509.859.100
-0.35687;-0.14062;-117.585;10.631;-0.31856;0.61002;0.15506;-0.30614;-10.209;-221.687;-0.50715;-0.12866;-15.659.149.112.080.700
-0.4251;-0.91273;-229.202;-0.4463;-102.661;-0.63323;0.71246;0.68453;0.60306;-122.547;0.20565;-0.552;-15.650.182.252.969.900
-125.212;0.94008;-0.14934;-0.01033;-0.22453;-0.17926;-118.845;-0.0432;-181.028;0.04615;-16.479;0.45802;-15.638.783.315.880.900
-134.449;-0.11055;11.776;-0.66631;0.16331;-0.18928;0.87896;0.65034;0.36078;122.779;0.68295;-0.65208;-15.565.207.611.124.400
-134.437;0.43744;-114.238;-0.87218;0.47712;-0.73269;-0.25245;-168.872;181.886;0.72549;-134.995;-0.01152;-15.531.326.913.497.800
0.74587;114.324;-0.12616;-126.853;-0.02247;-18.212;-110.356;-0.34927;0.93628;0.8375;0.39951;-145.973;-15.508.538.747.243.900
-137.086;-0.59513;-0.36073;0.38355;-0.60478;0.34055;-0.08784;-122.788;111.034;-0.18052;150.098;-0.5306;-15.466.344.788.486.300
-0.99077;0.72142;-0.64849;-0.46669;-0.18154;0.68277;-147.941;-0.13131;-181.782;0.40686;-167.201;0.19454;-15.453.331.358.311.600
-0.38678;0.6285;-21.741;0.3753;-14.984;0.01164;-0.63752;-0.32805;-0.62829;117.641;-134.436;-101.464;-15.439.339.892.812.200
-223.724;0.0202;0.05092;171.805;-0.26131;0.23182;0.25377;106.655;0.27556;-0.92241;-183.271;0.57859;-15.420.625.429.712.000
0.58217;-0.13812;-100.339;-0.12402;-238.108;-133.065;-11.605;0.88236;-111.613;-0.6003;0.12198;-148.357;-15.384.021.550.598.900
-0.46285;210.179;-0.11161;-0.60852;-0.86756;-0.6218;0.39059;-11.479;-119.175;-0.20326;0.57774;-0.32638;-15.354.878.135.551.100
-0.99;-136.895;-0.80453;-0.99481;0.07626;-0.25443;-0.88415;-170.226;-158.631;-0.21589;-0.05267;-0.78138;-15.286.394.091.717.200
-0.98856;-127.313;0.60745;-147.293;0.45186;0.33467;-0.5692;0.53793;-0.38185;152.303;-0.48206;-0.32369;-15.250.374.817.246.600
